order_num,order_type,cust_name,cust_state,prod_category,prod_number,prod_name,quantity,price,discount,order_total
1103555,Wholesale,Fay LLC,Kansas,Drone Kits,DK203,BYOD-220,6,69.00,13.80,400.20
1103556,Retail,Albertina Gotliffe,Illinois,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1103557,Wholesale,Koepp Inc.,Pennsylvania,Training Videos,TV810,Understanding Automation,12,44.95,8.99,530.41
1103558,Retail,James Chelam,Louisiana,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1103559,Wholesale,Rice Inc.,New York,Blueprints,BP109,QuadroCopter Blueprint ,8,10.99,2.20,85.72
1103560,Retail,Wilderman Technologies,Texas,Robots,RS704,RLK-9920 Robot,3,699.00,0.00,2097.00
1103561,Wholesale,Parisian LLC,Florida,Training Videos,TV803,Cloud Computing,3,29.99,6.00,83.97
1103562,Wholesale,Hammes Inc.,Michigan,Robots,RS707,RXW-9807 Robot,5,599.00,119.80,2875.20
1103563,Wholesale,Landon Hotel,California,Training Videos,TV809,Understanding 3D Printing,8,42.99,8.60,335.32
1103564,Wholesale,Towne Coop,Florida,Training Videos,TV809,Understanding 3D Printing,7,42.99,8.60,292.33
1103565,Wholesale,Green-Shields,Minnesota,eBooks,EB506,Delta Robots,6,16.99,3.40,98.54
1103566,Retail,Matt Smith,Florida,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1103567,Wholesale,Brekke Productions,Louisiana,Drone Kits,DK204,BYOD-300,12,89.00,17.80,1050.20
1103568,Wholesale,Crist Innovations,California,Blueprints,BP102,Bsquare Robot Blueprint,11,8.99,1.80,97.09
1103569,Wholesale,Herman LLC,Washington,Drone Kits,DK206,BYOD-400,4,119.00,23.80,452.20
1103570,Retail,Annabelle Plaister,South Carolina,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1103571,Wholesale,Quigley Inc.,Tennessee,Drones,DS306,DX-145 Drone,13,250.00,50.00,3200.00
1103572,Wholesale,Bednar IT Inc.,North Carolina,eBooks,EB502,Building Your First Robot,5,24.95,4.99,119.76
1103573,Wholesale,Schamberger Inc.,Virginia,Training Videos,TV807,Open Source Code,52,32.95,6.59,1706.81
1103574,Wholesale,Hirthe College,California,Blueprints,BP110,Sleepy Eye Blueprint,7,11.99,2.40,81.53
1103575,Wholesale,Wilkinson LLC,Massachusetts,eBooks,EB502,Building Your First Robot,4,24.95,4.99,94.81
1103576,Wholesale,Bernier Security,Minnesota,eBooks,EB521,Understanding Artificial Intelligence,93,19.50,3.90,1809.60
1103577,Wholesale,Upton LLC,California,eBooks,EB506,Delta Robots,36,16.99,3.40,608.24
1103578,Wholesale,Wilkinson LLC,Massachusetts,Robots,RS705,RQTE-554 Robot,12,684.00,136.80,8071.20
1103579,Retail,Iormina Burghall,Pennsylvania,Robots,RS706,RWW-75 Robot,1,883.00,0.00,883.00
1103580,Retail,Margaretha Zanneli,Texas,Training Videos,TV807,Open Source Code,1,32.95,0.00,32.95
1103581,Retail,Adrienne Hackney,California,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1103582,Wholesale,Carter and Sons,Iowa,eBooks,EB506,Delta Robots,9,16.99,3.40,149.51
1103583,Wholesale,Gutmann LLC,New Jersey,Blueprints,BP108,Panda Robot Blueprint,10,7.99,1.60,78.30
1103584,Retail,Dukie Bessett,Kansas,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1103585,Wholesale,Nikolaus LLC,Virginia,Blueprints,BP108,Panda Robot Blueprint,6,7.99,1.60,46.34
1103586,Retail,Phil Muller,Alabama,Robots,RS707,RXW-9807 Robot,1,599.00,0.00,599.00
1103587,Retail,Steff Bergstrom,California,Drones,DS307,MICR-564K Drone,1,499.00,0.00,499.00
1103588,Wholesale,Gottlieb-Jenkins,West Virginia,Drone Kits,DK209,BYOD-550,12,179.00,35.80,2112.20
1103589,Retail,Lilah Lambden,South Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1103590,Retail,Zonnya MacCallum,Texas,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1103591,Wholesale,The Lesch Company,Maryland,eBooks,EB517,SCARA Robots,12,19.50,3.90,230.10
1103592,Retail,Sidonnie Manuely,Colorado,eBooks,EB506,Delta Robots,1,16.99,0.00,16.99
1103593,Retail,Gunar Lobell,Michigan,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1103594,Wholesale,Kiehn LLC,District of Columbia,eBooks,EB513,Photograph Drones,37,14.99,3.00,551.63
1103595,Wholesale,Sporer LLC,Virginia,eBooks,EB503,Building Your Own Drone,12,24.99,5.00,294.88
1103596,Wholesale,Howe LLC,New Mexico,eBooks,EB512,Multi Rotor Drones,12,24.95,4.99,294.41
1103597,Wholesale,Bechtelar LLC,Arizona,Blueprints,BP107,Ladybug Robot Blueprint,5,12.00,2.40,57.60
1103598,Wholesale,Predovic LLC,Iowa,Robot Kits,RK607,BYOR-4005,13,245.00,49.00,3136.00
1103599,Retail,Mirabella Golsby,Idaho,Blueprints,BP101,All Eyes Drone Blueprint,1,9.99,0.00,9.99
1103600,Retail,Hailee Tubby,Texas,Drone Kits,DK202,BYOD-200,1,58.95,0.00,58.95
1103601,Retail,Bella Gosforth,California,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1103602,Retail,Caitrin Menear,Texas,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1103603,Retail,Yolanthe Licciardo,West Virginia,eBooks,EB512,Multi Rotor Drones,1,24.95,0.00,24.95
1103604,Wholesale,Robel Inc.,Tennessee,eBooks,EB504,Cartesian Robots,7,12.99,2.60,88.33
1103605,Wholesale,Streich LLC,Washington,Robots,RS704,RLK-9920 Robot,86,699.00,139.80,59974.20
1103606,Retail,Vincent Estcot,Washington,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1103607,Wholesale,Swaniawski Group,Virginia,Robots,RS705,RQTE-554 Robot,12,684.00,136.80,8071.20
1103608,Wholesale,Considine Group,Virginia,Blueprints,BP110,Sleepy Eye Blueprint,6,11.99,2.40,69.54
1103609,Retail,Haskell Connick,Florida,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1103610,Wholesale,Pacocha Inc.,California,Drone Kits,DK203,BYOD-220,8,69.00,13.80,538.20
1103611,Wholesale,Robel Inc.,Tennessee,eBooks,EB508,Fixed Wing Drones,10,15.50,3.10,151.90
1103612,Wholesale,Cremin LLC,Colorado,Drone Kits,DK204,BYOD-300,6,89.00,17.80,516.20
1103613,Wholesale,Conn Inc.,Kentucky,Drone Kits,DK204,BYOD-300,9,89.00,17.80,783.20
1103614,Retail,Adena Elflain,Georgia,Robots,RS706,RWW-75 Robot,1,883.00,0.00,883.00
1103615,Retail,Von West,Minnesota,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1103616,Retail,Ranice Dafforne,California,Drone Kits,DK208,BYOD-500,1,167.00,0.00,167.00
1103617,Retail,Anabella Kitchingman,Pennsylvania,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1103618,Wholesale,Treutel Group,New York,Drone Kits,DK209,BYOD-550,8,179.00,35.80,1396.20
1103619,Retail,Dalt Noury,Michigan,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1103620,Wholesale,Oberbrunner Inc.,Alabama,Training Videos,TV812,Understanding Raspberry PI,10,28.99,5.80,284.10
1103621,Retail,Flss Dowrey,Virginia,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1103622,Wholesale,Price Inc.,Texas,eBooks,EB507,Drone Building Essentials,10,13.99,2.80,137.10
1103623,Wholesale,Adams LLC,Texas,Blueprints,BP104,Cat Robot Blueprint,10,4.99,1.00,48.90
1103624,Wholesale,McCullough LLC,North Carolina,Training Videos,TV808,Robotic Essentials,13,34.99,7.00,447.87
1103625,Wholesale,Haag Group,District of Columbia,Robot Kits,RK607,BYOR-4005,12,245.00,49.00,2891.00
1103626,Wholesale,Leuschke Inc.,Indiana,Robots,RS704,RLK-9920 Robot,4,699.00,139.80,2656.20
1103627,Wholesale,Corkery International ,Utah,Drone Kits,DK209,BYOD-550,11,179.00,35.80,1933.20
1103628,Retail,Dorie Osant,Georgia,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1103629,Retail,Jaquith Touret,Colorado,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1103630,Retail,Buddy Collabine,Texas,Robot Kits,RK606,BYOR-3535,1,225.00,0.00,225.00
1103631,Retail,Leta Braams,Nevada,Robots,RS705,RQTE-554 Robot,1,684.00,0.00,684.00
1103632,Wholesale,Casper-Brown,California,Blueprints,BP110,Sleepy Eye Blueprint,95,11.99,2.40,1136.65
1103633,Wholesale,Williamson Co.,Texas,Training Videos,TV811,Understanding Drone Regulations,5,27.50,5.50,132.00
1103634,Retail,Neil Rogahn,Florida,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1103635,Wholesale,Collier and Sons,Tennessee,Drones,DS306,DX-145 Drone,8,250.00,50.00,1950.00
1103636,Wholesale,Tillman International,Louisiana,Training Videos,TV809,Understanding 3D Printing,13,42.99,8.60,550.27
1103637,Wholesale,Reichel and Sons,Oklahoma,Robot Kits,RK605,BYOR-3000,9,214.00,42.80,1883.20
1103638,Wholesale,Barton Inc.,Louisiana,eBooks,EB501,Articulated Robots,94,23.99,4.80,2250.26
1103639,Retail,Dean Russel,Florida,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1103640,Wholesale,D'Amore LLC,Pennsylvania,eBooks,EB516,RTF Drones,97,16.99,3.40,1644.63
1103641,Retail,Sela Peealess,Ohio,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1103642,Wholesale,Mills Inc.,Oklahoma,eBooks,EB513,Photograph Drones,13,14.99,3.00,191.87
1103643,Retail,Vinny Butson,Minnesota,Blueprints,BP101,All Eyes Drone Blueprint,1,9.99,0.00,9.99
1103644,Wholesale,Little and Sons,California,eBooks,EB519,Spherical Robots,6,16.75,3.35,97.15
1103645,Retail,Federico Bather,California,Drone Kits,DK206,BYOD-400,1,119.00,0.00,119.00
1103646,Wholesale,Mann LLC,Texas,Drone Kits,DK203,BYOD-220,6,69.00,13.80,400.20
1103647,Retail,Clare Tinmouth,North Carolina,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1103648,Wholesale,Deckow Inc.,New York,eBooks,EB502,Building Your First Robot,8,24.95,4.99,194.61
1103649,Retail,Hugh Cogdell,Florida,Training Videos,TV811,Understanding Drone Regulations,1,27.50,0.00,27.50
1103650,Wholesale,Mohr Group,Louisiana,eBooks,EB521,Understanding Artificial Intelligence,11,19.50,3.90,210.60
1103651,Wholesale,Ortiz Inc.,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,6,8.99,1.80,52.14
1103652,Wholesale,Baumbach Security,North Dakota,eBooks,EB502,Building Your First Robot,9,24.95,4.99,219.56
1103653,Wholesale,Bauch Group,Pennsylvania,Drone Kits,DK204,BYOD-300,77,89.00,17.80,6835.20
1103654,Retail,Graham McClure,Illinois,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1103655,Wholesale,Zemlak Inc.,California,Robot Kits,RK605,BYOR-3000,11,214.00,42.80,2311.20
1103656,Retail,Carleton Conring,Washington,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1103657,Wholesale,Kessler Inc.,Ohio,Blueprints,BP102,Bsquare Robot Blueprint,9,8.99,1.80,79.11
1103658,Wholesale,Armstrong Resources,Tennessee,eBooks,EB513,Photograph Drones,4,14.99,3.00,56.96
1103659,Retail,Dilly Pensom,Colorado,Training Videos,TV813,Virtual Reality Basics,1,29.99,0.00,29.99
1103660,Retail,Dugald Marskell,Virginia,Drones,DS305,DTI-84 Drone,1,455.00,0.00,455.00
1103661,Wholesale,Oberbrunner Inc.,Alabama,Robot Kits,RK606,BYOR-3535,24,225.00,45.00,5355.00
1103662,Retail,Helge Grassick,California,Blueprints,BP107,Ladybug Robot Blueprint,1,12.00,0.00,12.00
1103663,Wholesale,Howe LLC,New Mexico,Training Videos,TV802,AI for Educators,12,49.95,9.99,589.41
1103664,Retail,Darcy Little,Ohio,Blueprints,BP101,All Eyes Drone Blueprint,1,9.99,0.00,9.99
1103665,Retail,Tamiko Winspare,Florida,eBooks,EB501,Articulated Robots,1,23.99,0.00,23.99
1103666,Retail,Nick Zemlak,Mississippi,Drones,DS305,DTI-84 Drone,2,455.00,0.00,910.00
1103667,Retail,Hilll LLC,North Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,4,8.99,0.00,35.96
1103668,Wholesale,Gerhold Group,New York,Blueprints,BP106,Hexacopter Drone Blueprint,11,8.99,1.80,97.09
1103669,Wholesale,D'Amore LLC,Pennsylvania,eBooks,EB520,Understanding Arduino,10,17.50,3.50,171.50
1103670,Wholesale,Fahey Forever Inc..,California,Robots,RS707,RXW-9807 Robot,5,599.00,119.80,2875.20
1103671,Retail,Bertha Dentith,Hawaii,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1103672,Wholesale,Baumbach Security,North Dakota,eBooks,EB514,Polar Robots,12,23.99,4.80,283.08
1103673,Wholesale,Mohr Group,Louisiana,eBooks,EB514,Polar Robots,2,23.99,4.80,43.18
1103674,Wholesale,Runolfsdottir Group,District of Columbia,Robots,RS706,RWW-75 Robot,11,883.00,176.60,9536.40
1103675,Retail,Sibella Havard,Texas,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1103676,Retail,Jedidiah Jessard,Colorado,Training Videos,TV803,Cloud Computing,1,29.99,0.00,29.99
1103677,Wholesale,West Technologies,West Virginia,Training Videos,TV809,Understanding 3D Printing,69,42.99,8.60,2957.71
1103678,Retail,Roch Nowakowski,Texas,Drone Kits,DK206,BYOD-400,1,119.00,0.00,119.00
1103679,Retail,Casey Bergen,California,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1103680,Wholesale,Bashirian International,Illinois,eBooks,EB509,GPS Drones,13,19.99,4.00,255.87
1103681,Wholesale,Wintheiser Inc.,Oregon,Drone Kits,DK202,BYOD-200,11,58.95,11.79,636.66
1103682,Wholesale,Becker LLC,Missouri,Training Videos,TV805,Industrial 3D Printing ,7,49.00,9.80,333.20
1103683,Retail,Zollie Foucher,Alabama,Drone Kits,DK208,BYOD-500,1,167.00,0.00,167.00
1103684,Retail,Katie Lamblin,Louisiana,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1103685,Wholesale,Brown Group,Georgia,Training Videos,TV806,Mapping with Drones,6,49.00,9.80,284.20
1103686,Wholesale,Botsford Inc.,New York,Drones,DS305,DTI-84 Drone,7,455.00,91.00,3094.00
1103687,Wholesale,Ledner LLC,Florida,eBooks,EB514,Polar Robots,4,23.99,4.80,91.16
1103688,Wholesale,Abshire Inc.,Oklahoma,Training Videos,TV809,Understanding 3D Printing,4,42.99,8.60,163.36
1103689,Wholesale,Nicolas Inc.,Florida,eBooks,EB506,Delta Robots,12,16.99,3.40,200.48
1103690,Wholesale,Kirlin Inc.,Washington,Blueprints,BP104,Cat Robot Blueprint,78,4.99,1.00,388.22
1103691,Retail,Boycey Binford,Texas,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1103692,Retail,Blair Kubyszek,Arizona,Blueprints,BP104,Cat Robot Blueprint,1,4.99,0.00,4.99
1103693,Retail,Alexandra Hedon,Texas,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1103694,Retail,Matthew Keable,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,1,8.99,0.00,8.99
1103695,Wholesale,Farrell Group,Arkansas,eBooks,EB514,Polar Robots,4,23.99,4.80,91.16
1103696,Retail,Kit Mashal,Kentucky,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1103697,Retail,Geoffrey Conti,Missouri,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1103698,Retail,Tessa Hodkiewicz,Alabama,Robots,RS706,RWW-75 Robot,1,883.00,0.00,883.00
1103699,Wholesale,Turner and Sons,Mississippi,eBooks,EB501,Articulated Robots,5,23.99,4.80,115.15
1103700,Wholesale,Cartwright LLC,Iowa,Blueprints,BP106,Hexacopter Drone Blueprint,7,8.99,1.80,61.13
1103701,Retail,Joann Monte,New Hampshire,Blueprints,BP102,Bsquare Robot Blueprint,1,8.99,0.00,8.99
1103702,Retail,Vivyan O'Lennane,California,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1103703,Wholesale,Quigley Inc.,Tennessee,eBooks,EB503,Building Your Own Drone,7,24.99,5.00,169.93
1103704,Retail,Petrina Bertholin,Louisiana,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1103705,Wholesale,Nicolas Inc.,Florida,eBooks,EB513,Photograph Drones,62,14.99,3.00,926.38
1103706,Wholesale,Dickens LLC,Connecticut,Drone Kits,DK209,BYOD-550,13,179.00,35.80,2291.20
1103707,Retail,Marven Giroldi,Tennessee,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1103708,Wholesale,Streich LLC,Washington,Robots,RS706,RWW-75 Robot,5,883.00,176.60,4238.40
1103709,Retail,Ninnette Desport,Missouri,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1103710,Wholesale,King Inc.,Tennessee,Drones,DS306,DX-145 Drone,9,250.00,50.00,2200.00
1103711,Retail,Bryn Casotti,Ohio,Training Videos,TV809,Understanding 3D Printing,1,42.99,0.00,42.99
1103712,Wholesale,Renner Group,North Dakota,Training Videos,TV810,Understanding Automation,4,44.95,8.99,170.81
1103713,Wholesale,Marks Inc.,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,12,8.99,1.80,106.08
1103714,Wholesale,Little and Sons,California,Blueprints,BP106,Hexacopter Drone Blueprint,9,8.99,1.80,79.11
1103715,Wholesale,Koepp Inc.,Pennsylvania,eBooks,EB502,Building Your First Robot,11,24.95,4.99,269.46
1103716,Wholesale,Mohr Group,Louisiana,Drone Kits,DK209,BYOD-550,10,179.00,35.80,1754.20
1103717,Retail,Laurens Hammerberg,Hawaii,Robot Kits,RK603,BYOR-1500,2,189.00,0.00,378.00
1103718,Wholesale,Larkin Group,Texas,eBooks,EB507,Drone Building Essentials,4,13.99,2.80,53.16
1103719,Wholesale,Jenkins LLC,North Carolina,eBooks,EB521,Understanding Artificial Intelligence,9,19.50,3.90,171.60
1103720,Retail,Romonda Drayton,Texas,eBooks,EB504,Cartesian Robots,1,12.99,0.00,12.99
1103721,Wholesale,Conroy Information Systems,Virginia,eBooks,EB507,Drone Building Essentials,6,13.99,2.80,81.14
1103722,Wholesale,Lockman Group,Kansas,eBooks,EB516,RTF Drones,4,16.99,3.40,64.56
1103723,Wholesale,Cole Inc.,Minnesota,eBooks,EB518,Single Rotor Drones,15,14.99,3.00,221.85
1103724,Retail,Dita Kunkel,Illinois,eBooks,EB517,SCARA Robots,1,19.50,0.00,19.50
1103725,Retail,Yvonne Greguol,Florida,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1103726,Wholesale,McKenzie Inc..,Montana,Drone Kits,DK206,BYOD-400,10,119.00,23.80,1166.20
1103727,Retail,Jacinda Prandini,Iowa,Training Videos,TV804,Drone Video Techniques,1,37.99,0.00,37.99
1103728,Retail,Eli Hunnable,District of Columbia,Drones,DS303,DTD-7000 Drone,1,450.00,0.00,450.00
1103729,Wholesale,Predovic LLC,Iowa,Training Videos,TV809,Understanding 3D Printing,10,42.99,8.60,421.30
1103730,Wholesale,Flatley-Effertz,Washington,Robot Kits,RK607,BYOR-4005,31,245.00,49.00,7546.00
1103731,Retail,Roger Fadel,North Dakota,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1103732,Retail,Morgen Tallowin,Missouri,Robots,RS705,RQTE-554 Robot,1,684.00,0.00,684.00
1103733,Retail,Brit Creelman,Texas,eBooks,EB507,Drone Building Essentials,1,13.99,0.00,13.99
1103734,Wholesale,Jakubowski Inc.,California,Robot Kits,RK607,BYOR-4005,10,245.00,49.00,2401.00
1103735,Retail,Breanne Pasterfield,Florida,Blueprints,BP109,QuadroCopter Blueprint ,1,10.99,0.00,10.99
1103736,Retail,Case Imason,Virginia,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1103737,Wholesale,Parisian LLC,Florida,Drone Kits,DK209,BYOD-550,60,179.00,35.80,10704.20
1103738,Retail,Tim Ruecker,Texas,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1103739,Wholesale,Brekke Productions,Louisiana,Training Videos,TV805,Industrial 3D Printing ,9,49.00,9.80,431.20
1103740,Wholesale,Renner Group,North Dakota,Robot Kits,RK602,BYOR-1000,34,189.00,37.80,6388.20
1103741,Wholesale,Veum Group,New York,Blueprints,BP110,Sleepy Eye Blueprint,66,11.99,2.40,788.94
1103742,Wholesale,Collier and Sons,Tennessee,Drones,DS302,DC-304 Drone,12,395.00,79.00,4661.00
1103743,Wholesale,Anderson LLC,Ohio,eBooks,EB509,GPS Drones,11,19.99,4.00,215.89
1103744,Retail,Rowe Meric,California,Robot Kits,RK603,BYOR-1500,1,189.00,0.00,189.00
1103745,Wholesale,Runolfsdottir Group,District of Columbia,Training Videos,TV811,Understanding Drone Regulations,7,27.50,5.50,187.00
1103746,Retail,Lilia Ingyon,Florida,eBooks,EB501,Articulated Robots,1,23.99,0.00,23.99
1103747,Retail,Dasha Folbig,New York,Drones,DS305,DTI-84 Drone,1,455.00,0.00,455.00
1103748,Wholesale,The Lesch Company,Maryland,Blueprints,BP109,QuadroCopter Blueprint ,50,10.99,2.20,547.30
1103749,Retail,Kermy Mash,Utah,Drone Kits,DK209,BYOD-550,1,179.00,0.00,179.00
1103750,Retail,Elbert Tunnadine,Georgia,eBooks,EB508,Fixed Wing Drones,1,15.50,0.00,15.50
1103751,Retail,Enrica Spilisy,Kentucky,Robots,RS704,RLK-9920 Robot,1,699.00,0.00,699.00
1103752,Wholesale,Deckow Inc.,New York,Drone Kits,DK206,BYOD-400,10,119.00,23.80,1166.20
1103753,Wholesale,Johnson LLC,New Jersey,eBooks,EB513,Photograph Drones,10,14.99,3.00,146.90
1103754,Wholesale,Bosco Group,South Carolina,Training Videos,TV813,Virtual Reality Basics,105,29.99,6.00,3142.95
1103755,Retail,Timmie Harbour,Louisiana,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1103756,Retail,Marwin Morford,Florida,Training Videos,TV808,Robotic Essentials,1,34.99,0.00,34.99
1103757,Wholesale,Casper-Brown,California,Training Videos,TV811,Understanding Drone Regulations,6,27.50,5.50,159.50
1103758,Wholesale,Wehner and Sons,California,Training Videos,TV802,AI for Educators,2,49.95,9.99,89.91
1103759,Retail,Dibbert Inc.,Nevada,eBooks,EB507,Drone Building Essentials,77,13.99,0.00,1077.23
1103760,Retail,Modesta Cullabine,District of Columbia,Drone Kits,DK201,BYOD-100,1,54.00,0.00,54.00
1103761,Wholesale,Runte Inc.,Montana,eBooks,EB519,Spherical Robots,11,16.75,3.35,180.90
1103762,Retail,Mitchell Koch,New York,eBooks,EB511,Helicopter Drones,1,20.95,0.00,20.95
1103763,Wholesale,Franecki Corporation,North Dakota,Drones,DS307,MICR-564K Drone,5,499.00,99.80,2395.20
1103764,Wholesale,Nikolaus LLC,Virginia,Training Videos,TV808,Robotic Essentials,47,34.99,7.00,1637.53
1103765,Retail,Fiona Thiel,Kansas,Training Videos,TV805,Industrial 3D Printing ,1,49.00,0.00,49.00
1103766,Wholesale,Waelchi Inc.,New York,Training Videos,TV809,Understanding 3D Printing,10,42.99,8.60,421.30
1103767,Retail,Kimble Grimstead,New Jersey,eBooks,EB509,GPS Drones,1,19.99,0.00,19.99
1103768,Wholesale,Wilkinson LLC,Massachusetts,Training Videos,TV806,Mapping with Drones,13,49.00,9.80,627.20
1103769,Wholesale,Cummings LLC,New York,Drone Kits,DK204,BYOD-300,10,89.00,17.80,872.20
1103770,Wholesale,Mohr Group,Louisiana,Drone Kits,DK201,BYOD-100,10,54.00,10.80,529.20
1103771,Retail,Nikaniki Beney,Georgia,Training Videos,TV806,Mapping with Drones,1,49.00,0.00,49.00
1103772,Wholesale,Murphy LLC,Missouri,Drones,DS303,DTD-7000 Drone,11,450.00,90.00,4860.00
1103773,Wholesale,Crooks Group,Wisconsin,eBooks,EB505,Delivery Drones,6,14.99,3.00,86.94
1103774,Wholesale,Spinka LLC,Nevada,Robot Kits,RK606,BYOR-3535,7,225.00,45.00,1530.00
1103775,Retail,Sharai Jumonet,Indiana,eBooks,EB502,Building Your First Robot,1,24.95,0.00,24.95
1103776,Wholesale,San Angelico Museum,Kansas,eBooks,EB503,Building Your Own Drone,96,24.99,5.00,2394.04
1103777,Wholesale,Fahey Forever Inc..,California,Drone Kits,DK206,BYOD-400,70,119.00,23.80,8306.20
1103778,Wholesale,Torp Inc.,Florida,Drones,DS307,MICR-564K Drone,4,499.00,99.80,1896.20
1103779,Wholesale,Schiller LLC,Pennsylvania,Training Videos,TV813,Virtual Reality Basics,3,29.99,6.00,83.97
1103780,Wholesale,Langosh Inc.,Minnesota,eBooks,EB508,Fixed Wing Drones,8,15.50,3.10,120.90
1103781,Wholesale,Erdman LLC,North Carolina,eBooks,EB509,GPS Drones,6,19.99,4.00,115.94
1103782,Retail,Dianne Schmeler,Louisiana,eBooks,EB519,Spherical Robots,1,16.75,0.00,16.75
1103783,Retail,Ricky Fuggles,New Jersey,Training Videos,TV802,AI for Educators,1,49.95,0.00,49.95
1103784,Wholesale,Erdman LLC,North Carolina,eBooks,EB517,SCARA Robots,10,19.50,3.90,191.10
1103785,Retail,Kautzer-Stehr,Colorado,Blueprints,BP110,Upside Down Robot Blueprint,1,12.00,0.00,12.00
1103786,Wholesale,Jaskolski Company,California,Drone Kits,DK204,BYOD-300,10,89.00,17.80,872.20
1103787,Retail,Mickie Imlen,Ohio,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1103788,Retail,Collin Tromp,Washington,Robot Kits,RK602,BYOR-1000,4,189.00,0.00,756.00
1103789,Retail,Wynn Wallett,New York,Training Videos,TV813,Virtual Reality Basics,1,29.99,0.00,29.99
1103790,Retail,Whitney Abbatucci,Florida,Drones,DS307,MICR-564K Drone,1,499.00,0.00,499.00
1103791,Wholesale,Schuppe Inc.,Alabama,Blueprints,BP102,Bsquare Robot Blueprint,12,8.99,1.80,106.08
1103792,Retail,Beverlee Kivelle,Tennessee,Robot Kits,RK607,BYOR-4005,1,245.00,0.00,245.00
1103793,Wholesale,Blue Sky Kites,Colorado,Blueprints,BP109,QuadroCopter Blueprint ,7,10.99,2.20,74.73
1103794,Retail,Dori Greenshields,West Virginia,eBooks,EB503,Building Your Own Drone,1,24.99,0.00,24.99
1103795,Retail,Aleda Mowbray,Florida,Training Videos,TV810,Understanding Automation,1,44.95,0.00,44.95
1103796,Retail,Lottie Ilchuk,Texas,Robot Kits,RK605,BYOR-3000,1,214.00,0.00,214.00
1103797,Retail,Ebony Dicki,Michigan,Drones,DS306,DX-145 Drone,3,250.00,0.00,750.00
1103798,Retail,Derby Heasly,California,eBooks,EB514,Polar Robots,1,23.99,0.00,23.99
1103799,Wholesale,Romaguera LLC,Ohio,Training Videos,TV810,Understanding Automation,78,44.95,8.99,3497.11
1103800,Retail,Joan Morissette,Texas,eBooks,EB513,Photograph Drones,1,14.99,0.00,14.99
1103801,Wholesale,Torphy Invisionaries,Arizona,Blueprints,BP107,Ladybug Robot Blueprint,11,12.00,2.40,129.60
1103802,Wholesale,Labadie Inc.,Kansas,eBooks,EB502,Building Your First Robot,10,24.95,4.99,244.51
